ca 2722 1.51703558 0.175688812 0.239055485 0 0 0
ca 4905 1.4792847 0.148073843 0.237678757 0 0 0
ca 2214 1.19225836 0.06577153 0.245606557 0 0 0
ca 4973 1.23357231 0.247861854 0.231089489 0 0 0
ca 4095 0.879653062 0.147114929 0.240308655 0 0 0
ca 5119 0.948155419 0.138299245 0.230369145 0 0 0
ca 3394 1.10044675 0.166243433 0.242228847 0 0 0
ca 4052 0.942092245 0.17836934 0.236990252 0 0 0
ca 869 0.805623385 0.211720249 0.244776818 0 0 0
ca 2065 1.40550812 0.143385794 0.247681787 0 0 0
ca 4622 0.811654013 0.146705948 0.238334002 0 0 0
ca 4740 0.891307818 0.175385916 0.248536736 0 0 0
ca 2050 0.839573131 0.183386417 0.232145375 0 0 0
ca 1581 0.914816898 0.226304173 0.237677629 0 0 0
ca 189 0.77831352 0.0545225887 0.239705719 0 0 0
ca 1386 1.13635191 0.0867538019 0.230320678 0 0 0
ca 5057 0.654361944 0.208567826 0.247593281 0 0 0
ca 4864 0.120851884 0.202809504 0.249292285 0 0 0
ca 2343 0.508564668 0.233108516 0.247793069 0 0 0
ca 3209 0.2348469 0.11521963 0.246255905 0 0 0
ca 4793 0.0847162155 0.208911822 0.23448539 0 0 0
ca 1601 0.579786077 0.176586853 0.246253044 0 0 0
ca 266 0.114372842 0.218568233 0.24535433 0 0 0
ca 346 0.12125556 0.206880695 0.238531367 0 0 0
ca 2678 0.209780533 0.0750787174 0.247259595 0 0 0
ca 341 0.258003979 0.124260994 0.237228726 0 0 0
ca 1047 0.469303984 0.170184666 0.249056499 0 0 0
ca 4389 0.339476702 0.0616996741 0.233467645 0 0 0
ca 2929 0.67338365 0.20977311 0.23060748 0 0 0
ca 67 0.106045574 0.125425978 0.231694536 0 0 0
ca 4738 0.577012389 0.0521563875 0.23439022 0 0 0
ca 629 0.19838486 0.0851819921 0.234276079 0 0 0
ca 1330 0.508953541 0.243642249 0.233606763 0 0 0
ca 3531 0.284131446 0.2007604 0.241145426 0 0 0
ca 2354 0.132217797 0.146738414 0.239346789 0 0 0
ca 3853 0.375017767 0.0903458819 0.234652782 0 0 0
ca 1417 0.19609805 0.190926362 0.243990644 0 0 0
ca 1355 0.472088454 0.0870310566 0.242499523 0 0 0
ca 4896 0.142709209 0.0999109777 0.245750097 0 0 0
ca 2169 0.541702219 0.211507483 0.233725838 0 0 0
ca 2334 0.383971707 0.149436062 0.242200613 0 0 0
ca 4956 0.576219406 0.186897428 0.240010156 0 0 0
ca 3453 0.326449723 0.109771742 0.249742152 0 0 0
ca 3270 0.431412656 0.105572538 0.230407196 0 0 0
ca 1453 0.398403679 0.185491976 0.236755608 0 0 0
ca 1274 0.269647718 0.198418174 0.24171293 0 0 0
ca 1560 0.549891564 0.0769691885 0.237144739 0 0 0
ca 4722 0.353752453 0.117942656 0.248949647 0 0 0
ca 3543 0.53786226 0.0710019348 0.238933177 0 0 0
ca 1597 0.364553845 0.0664846753 0.243768424 0 0 0
ca 4919 0.542064979 0.12214569 0.240245631 0 0 0
ca 2239 0.601848772 0.0554881309 0.235792018 0 0 0
ca 5049 0.368905276 0.106832837 0.230399625 0 0 0
ca 1983 0.739666179 0.248519048 0.240130826 0 0 0
ca 615 0.229188233 0.140820479 0.244429297 0 0 0
ca 4808 0.31020283 0.198538007 0.240918894 0 0 0
ca 2755 0.213734385 0.0520160437 0.236843527 0 0 0
ca 4743 0.0554025816 0.242517212 0.237118284 0 0 0
ca 3382 -0.459292261 0.0822331281 0.246899801 0 0 0
ca 4520 -0.397676911 0.205247529 0.235128244 0 0 0
ca 1141 -0.272836525 0.120706479 0.247235214 0 0 0
ca 4583 -0.0372330705 0.115334509 0.244633243 0 0 0
ca 1536 -0.143046773 0.181897249 0.245017949 0 0 0
ca 2965 -0.145098254 0.159946371 0.246563458 0 0 0
ca 1137 -0.206999904 0.0976924102 0.241939996 0 0 0
ca 5254 -0.571795076 0.106200263 0.246606513 0 0 0
ca 4245 -0.26892752 0.141803631 0.238025221 0 0 0
ca 3224 0.0274294359 0.0548530464 0.234588473 0 0 0
ca 4665 -0.137425042 0.23168306 0.237555739 0 0 0
ca 414 0.0474222017 0.125330358 0.248750963 0 0 0
ca 1403 -0.199784979 0.16970857 0.233848742 0 0 0
ca 884 -0.0118836592 0.143245962 0.241691737 0 0 0
ca 4988 -0.223720983 0.204898243 0.240903958 0 0 0
ca 4218 -0.500956494 0.123687323 0.235388664 0 0 0
ca 2631 -0.358927864 0.109605781 0.245043572 0 0 0
ca 2726 -0.079639564 0.0879066948 0.246622538 0 0 0
ca 1474 -0.0812950406 0.0526173381 0.246780053 0 0 0
ca 2152 -0.240180788 0.0766501063 0.240281626 0 0 0
ca 2772 -0.159143256 0.21054941 0.249838037 0 0 0
ca 47 -0.359865117 0.152505302 0.241753605 0 0 0
ca 853 -0.290368947 0.191664339 0.246180715 0 0 0
ca 967 -0.707983384 0.222374235 0.232023202 0 0 0
ca 2824 -0.758307488 0.07389692 0.248560836 0 0 0
ca 3412 -1.10304483 0.0845478616 0.23720313 0 0 0
ca 2723 1.03514082 -0.16965006 0.236244149 0 0 0
ca 1822 1.20282829 -0.206856401 0.24063738 0 0 0
ca 2078 1.02675527 -0.00134479667 0.245949482 0 0 0
ca 3092 1.09963302 -0.0551224508 0.247077582 0 0 0
ca 3039 0.80231901 -0.202299798 0.249348613 0 0 0
ca 2083 0.917286043 -0.040417154 0.236883185 0 0 0
ca 594 0.841815394 0.0401867295 0.235755325 0 0 0
ca 497 0.788197464 -0.222027968 0.238464396 0 0 0
ca 903 0.964856703 -0.0979712967 0.230358177 0 0 0
ca 444 1.04031824 -0.0394081484 0.243871 0 0 0
ca 653 0.949876608 -0.0491925088 0.236717574 0 0 0
ca 1934 0.971100263 0.00267684983 0.237736683 0 0 0
ca 1811 1.0595346 0.0444561709 0.235070597 0 0 0
